#"gene","transcript","protein"
"ENSRNOG00000060193.1","ENSRNOT00000078446.1","ENSRNOP00000074239.1"
"ENSRNOG00000011227.6","ENSRNOT00000015076.5","ENSRNOP00000015076.3"
"ENSRNOG00000053206.1","ENSRNOT00000090214.1",""
"ENSRNOG00000004139.8","ENSRNOT00000005574.7","ENSRNOP00000005574.5"
"ENSRNOG00000004139.8","ENSRNOT00000065505.4","ENSRNOP00000062145.1"
"ENSRNOG00000061484.1","ENSRNOT00000083971.1","ENSRNOP00000075206.1"
"ENSRNOG00000061484.1","ENSRNOT00000083568.1","ENSRNOP00000072563.1"
"ENSRNOG00000050809.1","ENSRNOT00000045673.1","ENSRNOP00000051012.1"
"ENSRNOG00000054719.1","ENSRNOT00000089255.1","ENSRNOP00000073170.1"
"ENSRNOG00000026695.2","ENSRNOT00000039778.2","ENSRNOP00000035880.2"
"ENSRNOG00000003294.6","ENSRNOT00000004392.6","ENSRNOP00000004392.6"
"ENSRNOG00000055792.1","ENSRNOT00000082994.1",""
"ENSRNOG00000053718.1","ENSRNOT00000085593.1",""
"ENSRNOG00000046785.2","ENSRNOT00000004510.7","ENSRNOP00000004510.7"
"ENSRNOG00000009343.4","ENSRNOT00000012373.4","ENSRNOP00000012373.3"
"ENSRNOG00000013118.6","ENSRNOT00000017588.6","ENSRNOP00000017588.4"
"ENSRNOG00000024420.3","ENSRNOT00000032693.3","ENSRNOP00000029101.2"
"ENSRNOG00000003773.6","ENSRNOT00000077164.1","ENSRNOP00000075102.1"
"ENSRNOG00000003773.6","ENSRNOT00000005031.5","ENSRNOP00000005031.2"
"ENSRNOG00000024553.3","ENSRNOT00000036942.3","ENSRNOP00000038452.3"
"ENSRNOG00000003226.8","ENSRNOT00000040865.6","ENSRNOP00000045501.3"
"ENSRNOG00000003226.8","ENSRNOT00000004357.7","ENSRNOP00000004357.6"
"ENSRNOG00000003226.8","ENSRNOT00000080666.1","ENSRNOP00000069198.1"
"ENSRNOG00000037204.3","ENSRNOT00000056192.3","ENSRNOP00000053037.2"
"ENSRNOG00000002778.6","ENSRNOT00000000258.4","ENSRNOP00000000258.4"
"ENSRNOG00000053338.1","ENSRNOT00000086089.1",""
"ENSRNOG00000022536.7","ENSRNOT00000031618.6","ENSRNOP00000038171.5"
"ENSRNOG00000002575.6","ENSRNOT00000003473.6","ENSRNOP00000003473.4"
"ENSRNOG00000046057.2","ENSRNOT00000073486.2","ENSRNOP00000067392.2"
"ENSRNOG00000017657.5","ENSRNOT00000024079.5","ENSRNOP00000024079.4"
"ENSRNOG00000055246.1","ENSRNOT00000081409.1","ENSRNOP00000072175.1"
"ENSRNOG00000007377.5","ENSRNOT00000009714.5","ENSRNOP00000009714.6"
"ENSRNOG00000003424.4","ENSRNOT00000004722.4","ENSRNOP00000004722.3"
"ENSRNOG00000020905.7","ENSRNOT00000055187.4","ENSRNOP00000052059.4"
"ENSRNOG00000055236.1","ENSRNOT00000087689.1","ENSRNOP00000069279.1"
"ENSRNOG00000004417.5","ENSRNOT00000005939.5","ENSRNOP00000005939.6"
"ENSRNOG00000060742.1","ENSRNOT00000083485.1","ENSRNOP00000074207.1"
"ENSRNOG00000060404.1","ENSRNOT00000080001.1",""
"ENSRNOG00000049552.2","ENSRNOT00000070934.2","ENSRNOP00000065414.2"
"ENSRNOG00000002820.4","ENSRNOT00000080540.1","ENSRNOP00000071561.1"
"ENSRNOG00000002820.4","ENSRNOT00000003797.4","ENSRNOP00000003797.2"
"ENSRNOG00000060143.1","ENSRNOT00000079481.1","ENSRNOP00000073830.1"
"ENSRNOG00000047636.1","ENSRNOT00000043058.1","ENSRNOP00000044678.1"
"ENSRNOG00000059956.1","ENSRNOT00000090338.1","ENSRNOP00000071137.1"
"ENSRNOG00000035510.1","ENSRNOT00000053633.1",""
"ENSRNOG00000018829.6","ENSRNOT00000025491.4","ENSRNOP00000025491.3"
"ENSRNOG00000008506.2","ENSRNOT00000011416.2","ENSRNOP00000011416.1"
"ENSRNOG00000059008.1","ENSRNOT00000080935.1","ENSRNOP00000075105.1"
"ENSRNOG00000021287.4","ENSRNOT00000004218.5","ENSRNOP00000052039.2"
"ENSRNOG00000052660.1","ENSRNOT00000078842.1",""
"ENSRNOG00000058438.1","ENSRNOT00000080772.1",""
"ENSRNOG00000003287.6","ENSRNOT00000091100.1","ENSRNOP00000069928.1"
"ENSRNOG00000003287.6","ENSRNOT00000004390.6","ENSRNOP00000004390.6"
"ENSRNOG00000005606.6","ENSRNOT00000067901.1","ENSRNOP00000059848.1"
"ENSRNOG00000007778.6","ENSRNOT00000010415.6","ENSRNOP00000010416.5"
"ENSRNOG00000018748.8","ENSRNOT00000025372.7","ENSRNOP00000025372.7"
"ENSRNOG00000018748.8","ENSRNOT00000067128.3","ENSRNOP00000061444.3"
"ENSRNOG00000003879.5","ENSRNOT00000005242.4","ENSRNOP00000005242.4"
"ENSRNOG00000026714.2","ENSRNOT00000029524.2","ENSRNOP00000037309.2"
"ENSRNOG00000009066.6","ENSRNOT00000087346.1","ENSRNOP00000072739.1"
"ENSRNOG00000009066.6","ENSRNOT00000012340.3","ENSRNOP00000012340.2"
"ENSRNOG00000008525.4","ENSRNOT00000011509.3","ENSRNOP00000011509.3"
"ENSRNOG00000003669.7","ENSRNOT00000057562.3","ENSRNOP00000054372.2"
"ENSRNOG00000003669.7","ENSRNOT00000078675.1","ENSRNOP00000072988.1"
"ENSRNOG00000051762.1","ENSRNOT00000078135.1","ENSRNOP00000068534.1"
"ENSRNOG00000002474.7","ENSRNOT00000003369.6","ENSRNOP00000003369.6"
"ENSRNOG00000052934.1","ENSRNOT00000077888.1","ENSRNOP00000071766.1"
"ENSRNOG00000051868.1","ENSRNOT00000081224.1","ENSRNOP00000070971.1"
"ENSRNOG00000007889.4","ENSRNOT00000010533.2","ENSRNOP00000010533.1"
"ENSRNOG00000006913.7","ENSRNOT00000009082.6","ENSRNOP00000009082.3"
"ENSRNOG00000006913.7","ENSRNOT00000044363.3","ENSRNOP00000040269.3"
"ENSRNOG00000002652.7","ENSRNOT00000065045.2","ENSRNOP00000060932.1"
"ENSRNOG00000002652.7","ENSRNOT00000092203.1","ENSRNOP00000071566.1"
"ENSRNOG00000054387.1","ENSRNOT00000090469.1",""
"ENSRNOG00000053082.1","ENSRNOT00000077633.1",""
"ENSRNOG00000014698.3","ENSRNOT00000019947.3","ENSRNOP00000019947.2"
"ENSRNOG00000002615.5","ENSRNOT00000003542.5","ENSRNOP00000003542.4"
"ENSRNOG00000022764.5","ENSRNOT00000039261.5","ENSRNOP00000035290.3"
"ENSRNOG00000003105.6","ENSRNOT00000004141.6","ENSRNOP00000004141.6"
"ENSRNOG00000002851.7","ENSRNOT00000004001.6","ENSRNOP00000004001.4"
"ENSRNOG00000002851.7","ENSRNOT00000081519.1","ENSRNOP00000075371.1"
"ENSRNOG00000036674.4","ENSRNOT00000054934.4","ENSRNOP00000051817.2"
"ENSRNOG00000019814.7","ENSRNOT00000026813.7",""
"ENSRNOG00000003846.7","ENSRNOT00000005368.7","ENSRNOP00000005368.6"
"ENSRNOG00000003846.7","ENSRNOT00000090554.1","ENSRNOP00000072145.1"
"ENSRNOG00000020951.7","ENSRNOT00000028445.6","ENSRNOP00000028445.5"
"ENSRNOG00000020951.7","ENSRNOT00000092102.1","ENSRNOP00000074568.1"
"ENSRNOG00000055994.1","ENSRNOT00000088207.1","ENSRNOP00000071270.1"
"ENSRNOG00000002566.5","ENSRNOT00000003455.5","ENSRNOP00000003455.4"
"ENSRNOG00000055357.1","ENSRNOT00000080153.1",""
"ENSRNOG00000022375.1","ENSRNOT00000034515.1",""
"ENSRNOG00000009069.4","ENSRNOT00000012245.4","ENSRNOP00000012245.3"
"ENSRNOG00000027857.3","ENSRNOT00000029769.3","ENSRNOP00000060195.1"
"ENSRNOG00000007957.8","ENSRNOT00000010755.5","ENSRNOP00000010755.3"
"ENSRNOG00000003269.3","ENSRNOT00000004653.3","ENSRNOP00000004653.1"
"ENSRNOG00000003269.3","ENSRNOT00000077386.1","ENSRNOP00000071366.1"
"ENSRNOG00000003977.5","ENSRNOT00000005383.5","ENSRNOP00000005383.3"
"ENSRNOG00000007462.7","ENSRNOT00000065229.2","ENSRNOP00000063893.1"
"ENSRNOG00000007462.7","ENSRNOT00000083162.1","ENSRNOP00000074199.1"
"ENSRNOG00000007462.7","ENSRNOT00000091236.1","ENSRNOP00000069670.1"
"ENSRNOG00000020916.7","ENSRNOT00000082722.1","ENSRNOP00000073316.1"
"ENSRNOG00000020916.7","ENSRNOT00000055185.2","ENSRNOP00000052057.2"
"ENSRNOG00000003794.7","ENSRNOT00000084850.1","ENSRNOP00000073458.1"
"ENSRNOG00000003794.7","ENSRNOT00000005109.7","ENSRNOP00000005109.5"
"ENSRNOG00000021731.3","ENSRNOT00000032386.3","ENSRNOP00000030035.2"
"ENSRNOG00000048247.1","ENSRNOT00000073184.1",""
"ENSRNOG00000002388.4","ENSRNOT00000003246.4","ENSRNOP00000003246.4"
"ENSRNOG00000057510.1","ENSRNOT00000086358.1",""
"ENSRNOG00000004146.7","ENSRNOT00000086305.1","ENSRNOP00000074983.1"
"ENSRNOG00000004146.7","ENSRNOT00000006067.6","ENSRNOP00000006067.6"
"ENSRNOG00000036696.4","ENSRNOT00000054966.4","ENSRNOP00000051849.4"
"ENSRNOG00000017781.6","ENSRNOT00000080521.1","ENSRNOP00000072889.1"
"ENSRNOG00000017781.6","ENSRNOT00000024321.6","ENSRNOP00000024321.5"
"ENSRNOG00000022210.6","ENSRNOT00000039535.6","ENSRNOP00000033009.5"
"ENSRNOG00000055135.1","ENSRNOT00000080310.1",""
"ENSRNOG00000060502.1","ENSRNOT00000088337.1",""
"ENSRNOG00000049799.1","ENSRNOT00000047974.2","ENSRNOP00000048031.2"
"ENSRNOG00000029289.1","ENSRNOT00000050288.1","ENSRNOP00000039895.1"
"ENSRNOG00000008065.7","ENSRNOT00000011061.7","ENSRNOP00000011061.6"
"ENSRNOG00000045926.2","ENSRNOT00000082551.1","ENSRNOP00000069091.1"
"ENSRNOG00000045926.2","ENSRNOT00000071487.2","ENSRNOP00000066448.1"
"ENSRNOG00000045926.2","ENSRNOT00000082209.1","ENSRNOP00000074502.1"
"ENSRNOG00000014870.3","ENSRNOT00000020043.3","ENSRNOP00000020043.2"
"ENSRNOG00000049535.2","ENSRNOT00000050554.2","ENSRNOP00000041479.2"
"ENSRNOG00000036682.4","ENSRNOT00000054949.4","ENSRNOP00000051832.3"
"ENSRNOG00000004956.7","ENSRNOT00000082585.1","ENSRNOP00000068977.1"
"ENSRNOG00000004956.7","ENSRNOT00000043343.3","ENSRNOP00000045638.3"
"ENSRNOG00000047344.1","ENSRNOT00000046476.1","ENSRNOP00000040792.1"
"ENSRNOG00000046642.1","ENSRNOT00000075204.1","ENSRNOP00000064351.1"
"ENSRNOG00000054213.1","ENSRNOT00000091025.1",""
"ENSRNOG00000035476.1","ENSRNOT00000053599.1",""
"ENSRNOG00000057538.1","ENSRNOT00000082909.1",""
"ENSRNOG00000055459.1","ENSRNOT00000085491.1",""
"ENSRNOG00000048241.1","ENSRNOT00000048778.1","ENSRNOP00000049731.1"
"ENSRNOG00000044838.1","ENSRNOT00000070105.1",""
"ENSRNOG00000020730.7","ENSRNOT00000028149.7","ENSRNOP00000028149.6"
"ENSRNOG00000020730.7","ENSRNOT00000077942.1","ENSRNOP00000071486.1"
"ENSRNOG00000047041.1","ENSRNOT00000075285.1",""
"ENSRNOG00000048555.1","ENSRNOT00000074959.1","ENSRNOP00000065823.1"
"ENSRNOG00000060453.1","ENSRNOT00000087147.1",""
"ENSRNOG00000058372.1","ENSRNOT00000078646.1","ENSRNOP00000072110.1"
"ENSRNOG00000053982.1","ENSRNOT00000090805.1",""
"ENSRNOG00000004834.5","ENSRNOT00000006519.4","ENSRNOP00000006519.3"
"ENSRNOG00000004834.5","ENSRNOT00000080714.1","ENSRNOP00000068912.1"
"ENSRNOG00000036689.2","ENSRNOT00000054958.2","ENSRNOP00000051841.1"
"ENSRNOG00000036665.1","ENSRNOT00000054921.1","ENSRNOP00000051804.1"
"ENSRNOG00000052620.1","ENSRNOT00000084232.1","ENSRNOP00000074147.1"
"ENSRNOG00000052620.1","ENSRNOT00000089829.1","ENSRNOP00000071017.1"
"ENSRNOG00000058127.1","ENSRNOT00000088591.1",""
"ENSRNOG00000007439.4","ENSRNOT00000087759.1","ENSRNOP00000072013.1"
"ENSRNOG00000007439.4","ENSRNOT00000010466.4","ENSRNOP00000010466.2"
"ENSRNOG00000058663.1","ENSRNOT00000079002.1","ENSRNOP00000072250.1"
"ENSRNOG00000058663.1","ENSRNOT00000085914.1","ENSRNOP00000069305.1"
"ENSRNOG00000056422.1","ENSRNOT00000079258.1",""
"ENSRNOG00000012575.7","ENSRNOT00000058665.4","ENSRNOP00000055459.4"
"ENSRNOG00000022305.5","ENSRNOT00000044108.5","ENSRNOP00000044445.5"
"ENSRNOG00000057964.1","ENSRNOT00000086057.1",""
"ENSRNOG00000000237.7","ENSRNOT00000000254.7","ENSRNOP00000000254.6"
"ENSRNOG00000002630.5","ENSRNOT00000089217.1","ENSRNOP00000070355.1"
"ENSRNOG00000002630.5","ENSRNOT00000003555.4","ENSRNOP00000003555.3"
"ENSRNOG00000021310.5","ENSRNOT00000037274.5","ENSRNOP00000037827.4"
"ENSRNOG00000038328.3","ENSRNOT00000058362.3","ENSRNOP00000064383.1"
"ENSRNOG00000009370.5","ENSRNOT00000012462.4","ENSRNOP00000012461.4"
"ENSRNOG00000050914.1","ENSRNOT00000042919.1","ENSRNOP00000044814.1"
"ENSRNOG00000036685.1","ENSRNOT00000054953.1","ENSRNOP00000051836.1"
"ENSRNOG00000006122.5","ENSRNOT00000008139.5","ENSRNOP00000008139.3"
"ENSRNOG00000011892.6","ENSRNOT00000016440.6","ENSRNOP00000016440.4"
"ENSRNOG00000002827.7","ENSRNOT00000066534.2","ENSRNOP00000059781.1"
"ENSRNOG00000002827.7","ENSRNOT00000082332.1","ENSRNOP00000070788.1"
"ENSRNOG00000004549.7","ENSRNOT00000085712.1","ENSRNOP00000075131.1"
"ENSRNOG00000004549.7","ENSRNOT00000006926.4","ENSRNOP00000006926.3"
"ENSRNOG00000002539.2","ENSRNOT00000003450.2","ENSRNOP00000003450.1"
"ENSRNOG00000003039.7","ENSRNOT00000064505.3","ENSRNOP00000063833.3"
"ENSRNOG00000002443.3","ENSRNOT00000003361.3","ENSRNOP00000003361.3"
"ENSRNOG00000057615.1","ENSRNOT00000082089.1",""
"ENSRNOG00000047955.1","ENSRNOT00000049304.2",""
"ENSRNOG00000049238.1","ENSRNOT00000071765.1","ENSRNOP00000064298.1"
"ENSRNOG00000049132.2","ENSRNOT00000073792.2","ENSRNOP00000065373.1"
"ENSRNOG00000048615.1","ENSRNOT00000071005.1","ENSRNOP00000065355.1"
"ENSRNOG00000046425.1","ENSRNOT00000041536.1","ENSRNOP00000045899.1"
"ENSRNOG00000002486.3","ENSRNOT00000003363.3",""
"ENSRNOG00000031525.3","ENSRNOT00000048403.3",""
"ENSRNOG00000059978.1","ENSRNOT00000080063.1",""
"ENSRNOG00000059694.1","ENSRNOT00000091877.1",""
"ENSRNOG00000054423.1","ENSRNOT00000083698.1","ENSRNOP00000074801.1"
"ENSRNOG00000052823.1","ENSRNOT00000091548.1",""
"ENSRNOG00000045463.1","ENSRNOT00000070730.1",""
"ENSRNOG00000055362.1","ENSRNOT00000079369.1",""
"ENSRNOG00000002599.4","ENSRNOT00000003515.4","ENSRNOP00000003515.3"
"ENSRNOG00000021540.4","ENSRNOT00000012061.5","ENSRNOP00000012061.3"
"ENSRNOG00000046934.1","ENSRNOT00000047671.1","ENSRNOP00000048396.1"
"ENSRNOG00000017325.7","ENSRNOT00000079237.1","ENSRNOP00000069209.1"
"ENSRNOG00000017325.7","ENSRNOT00000023291.5","ENSRNOP00000023291.4"
"ENSRNOG00000003218.7","ENSRNOT00000004294.6","ENSRNOP00000004294.5"
"ENSRNOG00000003218.7","ENSRNOT00000084418.1","ENSRNOP00000073515.1"
"ENSRNOG00000003683.5","ENSRNOT00000004946.5","ENSRNOP00000004946.4"
"ENSRNOG00000047814.1","ENSRNOT00000071346.1",""
"ENSRNOG00000049640.1","ENSRNOT00000041353.1","ENSRNOP00000046848.1"
"ENSRNOG00000058984.1","ENSRNOT00000082295.1","ENSRNOP00000069732.1"
"ENSRNOG00000061482.1","ENSRNOT00000086953.1",""
"ENSRNOG00000054141.1","ENSRNOT00000089720.1",""
"ENSRNOG00000051385.1","ENSRNOT00000088890.1",""
"ENSRNOG00000004246.5","ENSRNOT00000005653.5","ENSRNOP00000005653.4"
"ENSRNOG00000057490.1","ENSRNOT00000082371.1",""
"ENSRNOG00000003203.4","ENSRNOT00000004272.4","ENSRNOP00000004272.3"
"ENSRNOG00000023381.4","ENSRNOT00000037048.4","ENSRNOP00000031483.4"
"ENSRNOG00000006131.7","ENSRNOT00000008140.6","ENSRNOP00000008140.6"
"ENSRNOG00000012705.5","ENSRNOT00000017241.5","ENSRNOP00000017241.4"
"ENSRNOG00000049207.1","ENSRNOT00000075416.1",""
"ENSRNOG00000024711.5","ENSRNOT00000091129.1","ENSRNOP00000074916.1"
"ENSRNOG00000024711.5","ENSRNOT00000065145.2","ENSRNOP00000062573.1"
"ENSRNOG00000004159.5","ENSRNOT00000006753.5","ENSRNOP00000006753.4"
"ENSRNOG00000060650.1","ENSRNOT00000074380.2","ENSRNOP00000064039.2"
"ENSRNOG00000016360.4","ENSRNOT00000022041.4","ENSRNOP00000022041.3"
"ENSRNOG00000054755.1","ENSRNOT00000082765.1",""
"ENSRNOG00000057619.1","ENSRNOT00000079956.1","ENSRNOP00000074161.1"
"ENSRNOG00000060231.1","ENSRNOT00000077180.1",""
"ENSRNOG00000027057.6","ENSRNOT00000064776.2","ENSRNOP00000060463.1"
"ENSRNOG00000027057.6","ENSRNOT00000089894.1","ENSRNOP00000069301.1"
"ENSRNOG00000043293.1","ENSRNOT00000067312.1","ENSRNOP00000061051.1"
"ENSRNOG00000038413.3","ENSRNOT00000058503.3","ENSRNOP00000055299.3"
"ENSRNOG00000019268.7","ENSRNOT00000026102.6","ENSRNOP00000026102.5"
"ENSRNOG00000025522.5","ENSRNOT00000039429.4","ENSRNOP00000032259.3"
"ENSRNOG00000003837.4","ENSRNOT00000005198.4","ENSRNOP00000005198.3"
"ENSRNOG00000009716.4","ENSRNOT00000013204.4","ENSRNOP00000013204.4"
"ENSRNOG00000055533.1","ENSRNOT00000079921.1","ENSRNOP00000072514.1"
"ENSRNOG00000021987.5","ENSRNOT00000035886.5","ENSRNOP00000034356.4"
"ENSRNOG00000028417.3","ENSRNOT00000038833.3",""
"ENSRNOG00000011155.6","ENSRNOT00000014838.6",""
"ENSRNOG00000060669.1","ENSRNOT00000080971.1",""
"ENSRNOG00000000251.7","ENSRNOT00000042321.5","ENSRNOP00000042177.3"
"ENSRNOG00000006796.4","ENSRNOT00000008889.4","ENSRNOP00000008889.4"
"ENSRNOG00000004078.7","ENSRNOT00000005612.6","ENSRNOP00000005612.4"
"ENSRNOG00000050490.1","ENSRNOT00000071948.1",""
"ENSRNOG00000050042.2","ENSRNOT00000057260.4","ENSRNOP00000054082.4"
"ENSRNOG00000006994.5","ENSRNOT00000009172.5","ENSRNOP00000009171.6"
"ENSRNOG00000002807.8","ENSRNOT00000003891.6","ENSRNOP00000003891.5"
"ENSRNOG00000016749.4","ENSRNOT00000022687.4","ENSRNOP00000022687.2"
"ENSRNOG00000005821.5","ENSRNOT00000007630.5","ENSRNOP00000041455.3"
"ENSRNOG00000003936.4","ENSRNOT00000067013.1","ENSRNOP00000060940.1"
"ENSRNOG00000049894.1","ENSRNOT00000068838.2",""
"ENSRNOG00000003397.5","ENSRNOT00000004560.5","ENSRNOP00000004560.3"
"ENSRNOG00000058236.1","ENSRNOT00000083807.1",""
"ENSRNOG00000059827.1","ENSRNOT00000082511.1","ENSRNOP00000071287.1"
"ENSRNOG00000033568.4","ENSRNOT00000042066.3","ENSRNOP00000039682.3"
"ENSRNOG00000054866.1","ENSRNOT00000085075.1",""
"ENSRNOG00000045889.2","ENSRNOT00000074899.2","ENSRNOP00000066726.2"
"ENSRNOG00000004430.7","ENSRNOT00000005977.6","ENSRNOP00000005977.5"
"ENSRNOG00000055335.1","ENSRNOT00000087475.1","ENSRNOP00000071783.1"
"ENSRNOG00000061223.1","ENSRNOT00000087756.1",""
"ENSRNOG00000055982.1","ENSRNOT00000090151.1","ENSRNOP00000074108.1"
"ENSRNOG00000036697.3","ENSRNOT00000054970.2","ENSRNOP00000051853.1"
"ENSRNOG00000053680.1","ENSRNOT00000089029.1","ENSRNOP00000074797.1"
"ENSRNOG00000002768.4","ENSRNOT00000003749.4","ENSRNOP00000003749.3"
"ENSRNOG00000046698.2","ENSRNOT00000085821.1","ENSRNOP00000069778.1"
"ENSRNOG00000046698.2","ENSRNOT00000071645.2","ENSRNOP00000066704.2"
"ENSRNOG00000002997.6","ENSRNOT00000004172.4","ENSRNOP00000004172.2"
"ENSRNOG00000032495.3","ENSRNOT00000049730.3","ENSRNOP00000042053.3"
"ENSRNOG00000003348.6","ENSRNOT00000004475.6","ENSRNOP00000004475.4"
"ENSRNOG00000003177.7","ENSRNOT00000082076.1","ENSRNOP00000068549.1"
"ENSRNOG00000003177.7","ENSRNOT00000004269.6","ENSRNOP00000004269.5"
"ENSRNOG00000003276.5","ENSRNOT00000004609.4","ENSRNOP00000004609.3"
"ENSRNOG00000004807.6","ENSRNOT00000006483.5","ENSRNOP00000006483.4"
"ENSRNOG00000010673.7","ENSRNOT00000014386.6","ENSRNOP00000014386.6"
"ENSRNOG00000029658.5","ENSRNOT00000044983.5","ENSRNOP00000049006.5"
"ENSRNOG00000048801.1","ENSRNOT00000047421.1","ENSRNOP00000051085.1"
"ENSRNOG00000006625.6","ENSRNOT00000008661.6","ENSRNOP00000048416.4"
"ENSRNOG00000060247.1","ENSRNOT00000089818.1",""
"ENSRNOG00000047266.1","ENSRNOT00000075523.1",""
"ENSRNOG00000003980.5","ENSRNOT00000005304.5","ENSRNOP00000005304.3"
"ENSRNOG00000027787.5","ENSRNOT00000081424.1","ENSRNOP00000071363.1"
"ENSRNOG00000027787.5","ENSRNOT00000038228.4","ENSRNOP00000032177.4"
"ENSRNOG00000012121.6","ENSRNOT00000016297.6","ENSRNOP00000016297.5"
"ENSRNOG00000049542.1","ENSRNOT00000074367.1",""
"ENSRNOG00000045961.1","ENSRNOT00000075311.1","ENSRNOP00000065804.1"
"ENSRNOG00000012213.6","ENSRNOT00000016490.6","ENSRNOP00000016490.4"
"ENSRNOG00000048449.2","ENSRNOT00000082780.1","ENSRNOP00000069911.1"
"ENSRNOG00000048449.2","ENSRNOT00000073350.2","ENSRNOP00000067271.2"
"ENSRNOG00000044501.1","ENSRNOT00000069768.1",""
"ENSRNOG00000003998.6","ENSRNOT00000005381.6","ENSRNOP00000005381.4"
"ENSRNOG00000046207.1","ENSRNOT00000075440.1","ENSRNOP00000066624.1"
"ENSRNOG00000027087.2","ENSRNOT00000030290.2","ENSRNOP00000062154.1"
"ENSRNOG00000050547.2","ENSRNOT00000074225.2","ENSRNOP00000064123.2"
"ENSRNOG00000008010.5","ENSRNOT00000010724.5","ENSRNOP00000010724.3"
"ENSRNOG00000005538.7","ENSRNOT00000064285.2","ENSRNOP00000062146.1"
"ENSRNOG00000005538.7","ENSRNOT00000079156.1","ENSRNOP00000070048.1"
"ENSRNOG00000046186.1","ENSRNOT00000074522.1",""
"ENSRNOG00000055317.1","ENSRNOT00000078959.1",""
"ENSRNOG00000055317.1","ENSRNOT00000081689.1",""
"ENSRNOG00000047790.2","ENSRNOT00000075073.2","ENSRNOP00000065889.1"
"ENSRNOG00000047790.2","ENSRNOT00000084944.1","ENSRNOP00000068934.1"
"ENSRNOG00000028103.5","ENSRNOT00000039836.4","ENSRNOP00000037928.3"
"ENSRNOG00000046946.2","ENSRNOT00000074372.2","ENSRNOP00000063978.1"
"ENSRNOG00000036700.2","ENSRNOT00000054975.2","ENSRNOP00000051858.2"
"ENSRNOG00000012973.6","ENSRNOT00000066242.3",""
"ENSRNOG00000047056.1","ENSRNOT00000047984.1","ENSRNOP00000040863.1"
"ENSRNOG00000052204.1","ENSRNOT00000081995.1","ENSRNOP00000071746.1"
"ENSRNOG00000052204.1","ENSRNOT00000084066.1","ENSRNOP00000073359.1"
"ENSRNOG00000008134.7","ENSRNOT00000081191.1","ENSRNOP00000070256.1"
"ENSRNOG00000008134.7","ENSRNOT00000011073.5","ENSRNOP00000011073.4"
"ENSRNOG00000008134.7","ENSRNOT00000084004.1","ENSRNOP00000070644.1"
"ENSRNOG00000034180.4","ENSRNOT00000046519.4","ENSRNOP00000039155.2"
"ENSRNOG00000032482.3","ENSRNOT00000047732.3","ENSRNOP00000044301.3"
"ENSRNOG00000015118.6","ENSRNOT00000045047.3","ENSRNOP00000051045.3"
"ENSRNOG00000006860.7","ENSRNOT00000009211.7","ENSRNOP00000009211.6"
"ENSRNOG00000023431.6","ENSRNOT00000061005.3","ENSRNOP00000057724.3"
"ENSRNOG00000037275.4","ENSRNOT00000056355.4","ENSRNOP00000053192.3"
"ENSRNOG00000016596.3","ENSRNOT00000023628.3","ENSRNOP00000023628.3"
"ENSRNOG00000008704.6","ENSRNOT00000011726.6","ENSRNOP00000011726.5"
"ENSRNOG00000021425.5","ENSRNOT00000031580.5","ENSRNOP00000030691.6"
"ENSRNOG00000043969.1","ENSRNOT00000069236.1",""
"ENSRNOG00000057012.1","ENSRNOT00000090622.1",""
"ENSRNOG00000012162.6","ENSRNOT00000017201.5","ENSRNOP00000017201.4"
"ENSRNOG00000003195.8","ENSRNOT00000004486.5","ENSRNOP00000004486.2"
"ENSRNOG00000003195.8","ENSRNOT00000043951.4","ENSRNOP00000039956.4"
"ENSRNOG00000027852.4","ENSRNOT00000036447.4","ENSRNOP00000033381.4"
"ENSRNOG00000053646.1","ENSRNOT00000085625.1",""
"ENSRNOG00000052005.1","ENSRNOT00000079837.1",""
"ENSRNOG00000049635.2","ENSRNOT00000041082.4","ENSRNOP00000040299.4"
"ENSRNOG00000057113.1","ENSRNOT00000084394.1",""
"ENSRNOG00000007931.4","ENSRNOT00000010790.4","ENSRNOP00000010790.4"
"ENSRNOG00000056954.1","ENSRNOT00000084496.1","ENSRNOP00000073462.1"
"ENSRNOG00000056954.1","ENSRNOT00000090481.1","ENSRNOP00000072437.1"
"ENSRNOG00000006248.7","ENSRNOT00000090921.1","ENSRNOP00000075301.1"
"ENSRNOG00000006248.7","ENSRNOT00000091163.1","ENSRNOP00000069604.1"
"ENSRNOG00000006248.7","ENSRNOT00000008298.6","ENSRNOP00000008299.6"
"ENSRNOG00000048517.1","ENSRNOT00000075609.1",""
"ENSRNOG00000049764.1","ENSRNOT00000071702.1",""
"ENSRNOG00000035633.2","ENSRNOT00000053756.2",""
"ENSRNOG00000020994.6","ENSRNOT00000028496.4","ENSRNOP00000028496.4"
"ENSRNOG00000053943.1","ENSRNOT00000091471.1","ENSRNOP00000069208.1"
"ENSRNOG00000057597.1","ENSRNOT00000081750.1",""
"ENSRNOG00000005227.7","ENSRNOT00000006979.7","ENSRNOP00000006979.5"
"ENSRNOG00000003835.5","ENSRNOT00000005100.4","ENSRNOP00000005100.4"
"ENSRNOG00000004616.8","ENSRNOT00000006591.7","ENSRNOP00000006591.4"
"ENSRNOG00000004616.8","ENSRNOT00000064744.1","ENSRNOP00000062356.1"
"ENSRNOG00000042847.2","ENSRNOT00000067919.2","ENSRNOP00000060511.1"
"ENSRNOG00000031138.3","ENSRNOT00000045545.3","ENSRNOP00000047579.2"
